,SpecimenID,continent,SporeO1,SporeO2,SporeO3,SporeO4,SporeP0,SporeP1,SporeP2,SporeP3,SporeD0,SporeD1,SporeD2,SporeD3,SporeD4,SporeLength,SporeWidth,SporeQ,CheiloLength,CheiloWidth,CheiloQ_AM,CheiloQ_AB,CheiloQ_BM,BasidiaQ,NoOfCompleteLamellae,Latitude,Longitude,Altitude,CheiloCylindrical,CheiloVentiLagen,CheiloClavateGently,CheiloClavateStipitate,CheiloClavateVentricose,CheiloPyriBalloon,Pinaceae,Salicaceae,Fagaceae,Species,Section
1213,1214,Europe,0,0,1,0,,,,,1,1,0,0,0,0.351756198,0.406163912,0.447486226,0.960422164,0.866064849,0.948400609,0.888994669,0.327369623,0.215874621,0.87836767,0.721286107,0.579951857,0.040907528,0,0,0,1,1,0,0,1,0,aanenii,Denudata-Crustuliniformia
1214,1215,Europe,0,1,1,0,0,0,1,0,0,0,1,0,0,0.806990358,0.909263085,0.228650138,0.595175273,0.955969049,0.926313785,0.900228484,0.255424439,0.757077856,0.229397781,0.721286107,0.579951857,0.021313166,0,0,0,1,0,0,0,1,0,salicicola,Denudata-Crustuliniformia
1215,1216,Europe,0,1,1,0,0,1,0,0,0,1,1,0,0,0.68422865,0.738464187,0.447486226,0.93309461,0.986919676,0.967250571,0.965346535,0.125618576,0.215874621,0.838153724,0.660763411,0.511176066,0.021313166,0,0,0,1,0,0,0,1,0,eburneum,Denudata-Crustuliniformia
1216,1217,Europe,0,1,1,0,1,1,0,0,0,1,0,0,0,0.630681818,0.406163912,0.846590909,0.895778364,0.737288136,0.68488195,0.854341203,0.054054054,0.493174924,0.964342314,0.665405777,0.526822558,0.021313166,0,0,0,1,0,0,0,0,0,crustuliniforme,Denudata-Crustuliniformia
1217,1218,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.544421488,0.300275482,0.880509642,0.266302299,0.388356669,0.692307692,0.427265804,0.71355158,0.893832154,0.357567353,0.685350757,0.56911967,0.077346167,0,0,0,0,1,0,0,0,0,cavipes,Denudata-Clepsydroida
1218,1219,Europe,1,1,0,0,1,0,0,0,0,0,1,1,0,0.737258953,0.846935262,0.355544077,0.756502073,0.044030951,0.268088347,0.167364813,0.869623144,,0.150356577,0.379642366,0.585110041,0.958748711,1,1,0,0,0,0,0,1,0,nigellum,Hebeloma-Amygdalina
1219,1220,Europe,0,1,0,0,0,1,0,0,0,1,0,0,0,0.877926997,0.846935262,0.632575758,0.910290237,0.889646279,0.899086062,0.91507997,0.154929577,0.215874621,0.433637084,0.405433287,0.632049519,0.941216913,0,0,0,1,0,0,,,,alpinum,Denudata-Crustuliniformia
1220,1221,Europe,0,1,0,0,1,0,0,0,1,1,0,0,0,0.827134986,0.738464187,0.757403581,0.855258198,0.955969049,0.953541508,0.972010663,0.093262276,0.137259858,0.838153724,0.424518569,0.626891334,0.954967343,0,0,0,1,0,0,0,0,0,alpinum,Denudata-Crustuliniformia
1221,1222,Europe,0,1,1,0,0,1,0,0,1,1,0,0,0,0.843836088,0.814566116,0.632575758,0.595175273,0.877671334,0.827113481,0.858149276,0.186334222,,0.763074485,0.430020633,0.595082531,0.899793744,0,0,0,1,0,0,0,1,0,alpinum,Denudata-Crustuliniformia
1222,1223,Europe,0,1,0,0,1,0,0,0,1,1,0,0,0,0.709022039,0.738464187,0.549586777,0.788918206,0.77229182,0.910891089,0.907083016,0.170536734,0.08190091,0.433637084,0.430020633,0.595082531,0.899793744,0,0,1,1,0,0,0,1,0,alpinum,Denudata-Crustuliniformia
1223,1224,Europe,0,1,0,0,1,0,0,0,1,0,0,0,0,0.544421488,0.814566116,0.108815427,0.834903882,0.852616065,0.934310739,0.950304646,0.125618576,0.08190091,0.643819334,0.430020633,0.595082531,0.899793744,0,0,1,1,0,0,0,1,0,alpinum,Denudata-Crustuliniformia
1224,1225,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.68422865,0.698174931,0.518078512,0.944967961,0.986919676,0.966108149,0.972010663,0.125618576,0.394843276,0.548534073,0.505502063,0.709078404,0.649535923,0,0,0,1,0,0,0,0,0,eburneum,Denudata-Crustuliniformia
1225,1226,Europe,0,1,1,0,1,0,0,0,0,1,1,0,0,0.904269972,0.775826446,0.804407713,0.944967961,0.941046426,0.997143945,0.972010663,0.346783403,0.394843276,0.31358954,0.430020633,0.595082531,0.899793744,0,0,1,1,0,0,0,1,0,alpinum,Denudata-Crustuliniformia
1226,1227,Europe,0,1,1,0,1,0,0,0,0,1,0,0,0,0.827134986,0.652376033,0.846590909,0.944967961,0.877671334,0.946115765,0.912985529,0.289303388,0.493174924,0.712757528,0.430020633,0.595082531,0.899793744,0,0,0,1,0,0,0,1,0,alpinum,Denudata-Crustuliniformia
1227,1228,Europe,1,1,0,0,1,0,0,0,0,1,1,0,0,0.763946281,0.775826446,0.549586777,0.910290237,0.877671334,0.892421935,0.912985529,0.154929577,0.681496461,0.366283677,0.430020633,0.595082531,0.899793744,0,0,0,1,0,0,0,1,0,alpinum,Denudata-Crustuliniformia
1228,1229,Europe,0,1,1,0,0,1,0,0,0,1,1,0,0,0.843836088,0.652376033,0.863980716,0.556916698,0.717759764,0.772086824,0.828446306,0.277883517,0.893832154,0.810023772,0.430020633,0.595082531,0.899793744,0,0,1,1,1,0,0,1,0,alpinum,Denudata-Crustuliniformia
1229,1230,Europe,0,1,0,0,0,1,0,0,0,1,0,0,0,0.784951791,0.775826446,0.549586777,0.756502073,0.899963154,0.907654227,0.866527037,0.29939094,0.300050556,0.838153724,0.430020633,0.595082531,0.899793744,0,0,0,1,1,0,0,1,0,alpinum,Denudata-Crustuliniformia
1230,1231,Europe,0,1,0,0,1,1,0,0,0,1,0,0,0,0.709022039,0.652376033,0.713498623,0.982661138,0.877671334,0.964394516,0.984196497,0.047582794,0.589484328,0.643819334,0.430020633,0.595082531,0.899793744,0,0,1,1,0,0,0,1,0,alpinum,Denudata-Crustuliniformia
1231,1232,Europe,0,1,1,0,0,1,0,0,0,1,0,0,0,0.247933884,0.355027548,0.261363636,0.991519035,0.785003685,0.946115765,0.954303123,0.139322421,0.681496461,0.857171157,0.450825309,0.664030261,0.920591268,0,0,1,1,1,0,0,0,0,aanenii,Denudata-Crustuliniformia
1232,1233,Europe,0,1,0,0,0,1,0,0,0,0,0,1,0,0.573519284,0.814566116,0.149965565,0.725593668,0.737288136,0.720677837,0.65575019,0.448039589,,0.579041204,0.68431912,0.565337001,0.095221726,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
1233,1234,Europe,0,1,0,0,1,1,0,0,0,0,0,1,0,0.512052342,0.652376033,0.29011708,0.944967961,0.785003685,0.500952018,0.697258187,0.336886182,0.394843276,0.810023772,0.655433287,0.498280605,0.021313166,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
1234,1235,Europe,0,1,1,0,0,1,0,0,1,1,0,0,0,0.178546832,0.17768595,0.48415978,0.875612514,0.717759764,0.827113481,0.823495811,0.346783403,0.137259858,0.941561014,0.442916094,0.56568088,0.833963561,0,0,0,1,1,0,1,1,1,aanenii,Denudata-Crustuliniformia
1235,1236,Europe,0,0,1,0,0,1,1,0,0,1,1,0,0,0.630681818,0.652376033,0.48415978,0.632491519,0.97678703,0.910891089,0.924219345,0.125618576,0.300050556,0.088153724,0.412998624,0.554332875,0.793915435,0,0,0,1,0,0,0,1,0,minus,Denudata-Crustuliniformia
1236,1237,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.544421488,0.652376033,0.321625344,0.944967961,0.915622697,0.740670221,0.809596344,0.201941378,0.968907988,0.507329635,0.412998624,0.554332875,0.793915435,0,0,1,1,0,0,1,0,0,velutipes,Velutipes
1237,1238,Europe,0,1,1,0,0,1,1,0,0,1,1,0,0,0.737258953,0.454717631,0.913567493,0.632491519,0.852616065,0.883472963,0.845011424,0.371526456,0.493174924,0.001386688,0.412998624,0.554332875,0.793915435,0,0,0,1,1,0,0,1,0,pusillum,Denudata-Crustuliniformia
1238,1239,Europe,0,1,0,0,0,1,0,0,0,0,0,1,0,0.68422865,0.775826446,0.355544077,0.93309461,0.837877671,0.634424981,0.796268088,0.186334222,0.859706775,0.732171157,0.412998624,0.554332875,0.793915435,0,0,1,0,0,0,0,1,0,velutipes,Velutipes
1239,1240,Europe,0,1,1,0,0,1,0,0,0,0,1,0,0,0.452823691,0.406163912,0.658057851,0.470599322,0.388356669,0.601294745,0.427265804,0.594404263,0.681496461,0.493264659,0.437757909,0.557771664,0.820900653,0,0,0,0,1,0,1,0,1,ingratum,Denudata-Clepsydroida
1240,1241,Europe,0,1,1,0,0,1,1,0,0,1,1,0,0,0.9375,0.553374656,0.981060606,0.788918206,0.986919676,0.964394516,0.968202589,0.125618576,0.493174924,0.005150555,0.412998624,0.554332875,0.793915435,0,0,0,1,0,0,0,1,0,pusillum,Denudata-Crustuliniformia
1241,1242,Europe,0,1,1,0,1,1,0,0,0,0,0,1,0,0.709022039,0.872245179,0.228650138,0.875612514,0.586956522,0.437166794,0.708492003,0.139322421,0.893832154,0.643819334,0.412998624,0.554332875,0.793915435,0,0,1,0,0,0,1,1,0,velutipes,Velutipes
1242,1243,Europe,0,0,1,0,0,1,1,0,0,1,0,0,0,0.378787879,0.212465565,0.863980716,0.696569921,0.915622697,0.930121858,0.921744097,0.186334222,0.681496461,0.289619651,0.412998624,0.554332875,0.793915435,0,0,0,1,0,0,0,1,0,helodes,Denudata-Crustuliniformia
1243,1244,Europe,0,0,1,0,0,0,1,0,1,1,0,0,0,0.103477961,0.038567493,0.778236915,0.696569921,0.961680177,0.934310739,0.936024372,0.154929577,0.137259858,0.357567353,0.684834938,0.569807428,0.17583362,0,0,0,1,0,0,0,1,0,helodes,Denudata-Crustuliniformia
1244,1245,Europe,0,1,1,0,1,1,0,0,0,0,1,0,0,0.430096419,0.355027548,0.736742424,0.665473049,0.676308032,0.852437167,0.866527037,0.186334222,0.757077856,0.523177496,0.683459422,0.568259972,0.113441045,0,0,0,1,0,0,0,1,0,lutense,Denudata-Crustuliniformia
1245,1246,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.307506887,0.17768595,0.804407713,0.516396532,0.823876197,0.955826352,0.945544554,0.201941378,0.968907988,0.47385103,0.683459422,0.568259972,0.021313166,0,0,0,1,0,0,0,1,0,lutense,Denudata-Crustuliniformia
1246,1247,Europe,0,0,1,0,0,1,1,0,0,1,0,0,0,0.378787879,0.212465565,0.846590909,0.516396532,0.961680177,0.985338919,0.937928408,0.289303388,0.048281092,0.343898574,0.671595598,0.564305365,0.148504641,0,0,0,1,0,0,0,1,0,helodes,Denudata-Crustuliniformia
1247,1248,Europe,0,0,1,0,0,0,1,0,1,1,0,0,0,0.285296143,0.142561983,0.828168044,0.93309461,0.955969049,0.941926885,0.956968774,0.101256186,0.300050556,0.47385103,0.671939477,0.563961486,0.113441045,0,0,0,1,0,0,0,1,0,helodes,Denudata-Crustuliniformia
1248,1249,Europe,0,1,0,0,0,1,0,0,0,0,0,1,0,0.430096419,0.355027548,0.713498623,0.725593668,0.656963891,0.583968012,0.677265804,0.346783403,0.941102123,0.810023772,0.520288858,0.71389271,0.705912685,0,0,1,0,1,0,,,,velutipes,Velutipes
1249,1250,Europe,0,1,0,0,0,1,0,0,0,0,0,1,0,0.403581267,0.604855372,0.261363636,0.875612514,0.823876197,0.510472201,0.72658035,0.228397411,,0.792591125,0.503782669,0.705983494,0.655551736,0,0,1,0,1,0,1,0,0,velutipes,Velutipes
1250,1251,Europe,0,1,0,0,1,0,0,0,0,0,1,1,0,0.512052342,0.604855372,0.383608815,0.855258198,0.737288136,0.643373953,0.772086824,0.242101256,0.681496461,0.781497623,0.69085282,0.567400275,0.049845308,0,0,1,0,0,0,0,0,0,leucosarx,Velutipes
1251,1252,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.601239669,0.652376033,0.447486226,0.788918206,0.63614591,0.734577304,0.749809596,0.379330034,0.215874621,0.433637084,0.690337001,0.567056396,0.049845308,0,0,1,0,0,0,0,0,1,leucosarx,Velutipes
1252,1253,Europe,0,0,1,0,0,1,0,0,0,0,1,1,0,0.512052342,0.652376033,0.355544077,0.855258198,0.823876197,0.692307692,0.782559025,0.29939094,,0.433637084,0.695495186,0.566368638,0.049845308,0,0,1,0,1,0,0,0,1,leucosarx,Velutipes
1253,1254,Europe,0,1,0,0,1,1,0,0,0,0,1,1,0,0.307506887,0.652376033,0.066804408,0.952883528,0.717759764,0.617669459,0.641469916,0.413779977,0.394843276,0.433637084,0.690337001,0.566368638,0.049845308,0,0,1,0,0,0,0,0,1,leucosarx,Velutipes
1254,1255,Europe,0,1,1,0,0,1,0,0,0,0,1,1,0,0.68422865,0.652376033,0.658057851,0.967772333,0.696389094,0.553503427,0.753808073,0.242101256,0.816734075,0.433637084,0.695495186,0.566368638,0.049845308,0,0,1,0,1,0,0,0,1,leucosarx,Velutipes
1255,1256,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.827134986,0.872245179,0.447486226,0.556916698,0.915622697,0.895658797,0.902513328,0.242101256,,0.31358954,0.670735901,0.54607978,0.065830182,0,0,0,1,1,0,0,1,0,salicicola,Denudata-Crustuliniformia
1256,1257,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.329028926,0.251721763,0.736742424,0.381643423,0.676308032,0.657654227,0.491431835,0.58583936,0.589484328,0.47385103,0.718363136,0.540577717,0.021313166,0,0,0,0,1,0,0,1,0,ingratum,Denudata-Clepsydroida
1257,1258,Europe,0,0,1,0,0,1,0,0,0,0,0,1,0,0.47899449,0.553374656,0.518078512,0.266302299,0.560058954,0.649847677,0.503998477,0.63913209,0.394843276,0.590134707,0.661966988,0.527682256,0.100378137,0,0,0,1,1,0,0,0,1,limbatum,Denudata-Clepsydroida
1258,1259,Europe,0,0,1,0,0,1,0,0,0,1,1,0,0,0.784951791,0.604855372,0.846590909,0.756502073,0.941046426,0.993526276,0.973343488,0.255424439,0.023761375,0.523177496,0.660763411,0.511176066,0.021313166,0,0,0,1,0,0,0,1,0,eburneum,Denudata-Crustuliniformia
1259,1260,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.843836088,0.814566116,0.632575758,0.944967961,0.967207074,0.953541508,0.933168317,0.277883517,0.394843276,0.643819334,0.596973865,0.555708391,0.354417326,0,0,0,1,0,0,0,1,0,eburneum,Denudata-Crustuliniformia
1260,1261,Europe,0,0,1,0,0,0,1,0,0,0,0,1,0,0.988464187,0.960915978,0.736742424,0.423105918,0.798268239,0.892421935,0.716108149,0.625808907,0.859706775,0.433637084,0.697902338,0.564821183,0.021313166,0,0,0,1,1,0,0,1,0,vaccinum,Denudata-Clepsydroida
1261,1262,Europe,0,1,0,0,1,1,0,0,1,1,0,0,0,0.430096419,0.17768595,0.913567493,0.516396532,0.915622697,0.888233054,0.941926885,0.061667301,0.859706775,0.343898574,0.697902338,0.564821183,0.021313166,0,0,0,1,0,0,0,1,0,helodes,Denudata-Crustuliniformia
1262,1263,Europe,0,1,0,0,0,1,0,0,0,0,0,1,0,0.307506887,0.50327135,0.197486226,0.973237844,0.798268239,0.634424981,0.813594821,0.085268367,,0.732171157,0.68741403,0.569463549,0.113441045,0,0,1,0,0,0,0,0,1,velutipes,Velutipes
1263,1264,Northern America,0,1,0,0,1,0,0,0,0,0,1,0,0,0.709022039,0.872245179,0.17165978,,,,,,,0.038827258,0.912310867,0.210797799,0.301478171,0,1,0,0,0,0,0,1,0,nigellum,Hebeloma-Amygdalina
1264,1265,Europe,0,1,0,0,0,1,0,0,0,1,0,0,0,0.68422865,0.814566116,0.29011708,0.632491519,0.93091378,0.855864433,0.813594821,0.433764751,0.215874621,0.229397781,0.382049519,0.585969739,0.9535923,0,0,0,1,1,0,0,1,0,alpinum,Denudata-Crustuliniformia
1265,1266,Europe,0,1,0,0,0,1,0,0,0,0,1,0,0,0.658402204,0.738464187,0.447486226,0.665473049,0.899963154,0.734577304,0.85262757,0.093262276,0.215874621,0.001386688,0.455983494,0.683975241,0.93537298,0,0,1,0,0,0,0,1,0,subconcolor,Velutipes
1266,1267,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.630681818,0.738464187,0.383608815,0.238220882,0.93091378,0.976389947,0.995430312,0.025504378,0.005055612,0.088153724,0.424518569,0.621045392,0.919903747,0,0,0,1,0,0,0,1,0,minus,Denudata-Crustuliniformia
1267,1268,Northern America,1,1,0,0,1,0,0,0,0,0,1,1,0,0.329028926,0.652376033,0.066804408,0.978137957,0.955969049,0.601294745,0.846725057,0.054054054,0.215874621,0.433637084,0.36829436,0.066368638,0.986937092,0,0,1,0,0,0,0,1,0,velutipes,Velutipes
1268,1269,Northern America,0,1,0,0,0,1,0,0,0,1,0,0,0,0.601239669,0.604855372,0.518078512,0.516396532,0.61256448,0.667364813,0.537699924,0.562809288,0.215874621,0.391442155,0.363136176,0.070495186,0.982811963,0,1,0,1,1,0,0,1,0,hiemale,Denudata-Hiemalia
1269,1270,Northern America,1,1,0,0,1,0,0,0,0,1,0,0,0,0.194731405,0.300275482,0.197486226,0.632491519,0.336772292,0.268088347,0.210015232,0.741910925,0.394843276,0.391442155,0.143397524,0.102475928,0.995702991,1,1,0,0,0,0,0,1,0,excedens,Hebeloma-Hebeloma
1270,1271,Northern America,1,0,0,0,1,0,0,0,0,1,0,0,0,0.178546832,0.355027548,0.091253444,0.423105918,0.305268976,0.081683168,0.218202589,0.543585839,0.493174924,0.229397781,0.143053645,0.10213205,0.995702991,0,1,0,0,0,0,0,1,0,mesophaeum,Hebeloma-Hebeloma
1271,1272,Northern America,1,0,0,0,1,0,0,0,1,1,0,0,0,0.143250689,0.251721763,0.130165289,0.423105918,0.388356669,0.284463062,0.277989337,0.506090598,0.300050556,0.391442155,0.104883081,0.099381018,0.982811963,1,1,0,0,0,0,0,1,0,excedens,Hebeloma-Hebeloma
1272,1273,Northern America,0,1,0,0,1,0,0,0,0,0,1,1,0,0.601239669,0.872245179,0.108815427,0.696569921,0.13559322,0.098057883,0.055407464,0.933193757,0.137259858,0.31358954,0.368982118,0.064649243,0.988312135,0,1,0,0,0,1,0,1,0,palustre,Hebeloma-Amygdalina
1273,1274,Europe,0,1,0,0,1,1,0,0,0,0,1,0,0,0.709022039,0.17768595,0.992940771,0.595175273,0.61256448,0.766945925,0.672124905,0.523410735,0.681496461,0.810023772,0.678129298,0.919876204,0.493640426,0,0,0,1,1,0,1,0,0,cavipes,Denudata-Clepsydroida
1274,1275,Europe,0,0,1,0,0,1,0,0,0,0,1,0,0,0.351756198,0.251721763,0.736742424,0.756502073,0.656963891,0.983815689,0.778941356,0.741910925,0.493174924,0.643819334,0.67778542,0.920563961,0.494671708,0,0,0,1,1,0,1,0,0,album,Denudata-Clepsydroida
1275,1276,Europe,0,1,0,0,0,1,0,0,0,0,1,1,0,0.033746556,0.012913223,0.757403581,0.035620053,0.305268976,0.492574257,0.730959634,0.186334222,0.394843276,0.919572108,0.675378267,0.920220083,0.492952905,1,0,0,0,0,0,1,1,0,nanum,Naviculospora
1276,1277,Europe,0,1,0,0,0,1,0,0,0,0,1,1,0,0.042871901,0.012913223,0.757403581,0.218243498,0.305268976,0.437166794,0.685262757,0.21526456,0.681496461,0.978209192,0.674862448,0.919016506,0.492952905,1,0,0,0,0,0,1,0,0,nanum,Naviculospora
1277,1278,Europe,0,1,0,0,1,1,0,0,0,0,1,1,0,0.006026171,0.001721763,0.686294766,0.010931021,0.242630803,0.390517898,0.74581112,0.047582794,0.493174924,0.781497623,0.674862448,0.919016506,0.492952905,1,0,0,0,0,0,1,0,0,nanum,Naviculospora
1278,1279,Europe,0,1,0,0,1,1,0,0,0,0,1,1,0,0.075929752,0.012913223,0.880509642,0.010931021,0.273949889,0.284463062,0.749809596,0.022268748,0.215874621,0.941561014,0.67434663,0.919532325,0.494671708,1,0,0,0,0,0,1,0,0,nanum,Naviculospora
1279,1280,Europe,0,1,0,0,1,1,0,0,0,0,0,1,0,0.194731405,0.019455923,0.976756198,0.099698455,0.213154016,0.230769231,0.341203351,0.355348306,0.493174924,0.947900158,0.673658872,0.918156809,0.494671708,1,1,0,0,1,0,1,0,0,nanum,Naviculospora
1280,1281,Europe,1,1,0,0,1,1,0,0,0,0,1,1,0,0.006026171,0,0.846590909,0.044289484,0.242630803,0.312642803,0.722581874,0.040540541,0.757077856,0.965530903,0.673658872,0.918156809,0.494671708,1,0,0,0,0,0,1,0,0,nanum,Naviculospora
1281,1282,Europe,1,1,0,0,0,1,1,0,0,0,1,1,0,0.033746556,0.00327135,0.90530303,0.114021862,0.336772292,0.409177456,0.691355674,0.139322421,0.493174924,0.941561014,0.673658872,0.918156809,0.494671708,1,0,0,0,0,0,1,0,0,nanum,Naviculospora
1282,1283,Europe,0,1,1,0,0,1,1,0,0,0,0,1,0,0.658402204,0.454717631,0.828168044,0.302299284,0.43220339,0.448019802,0.259139375,0.814998097,0.681496461,0.854001585,0.680364512,0.922455296,0.490202819,0,1,1,0,1,0,0,0,1,erebium,Velutipes
1283,1284,Europe,0,0,1,0,0,1,0,0,0,0,0,1,0,0.512052342,0.698174931,0.261363636,0.516396532,0.480840088,0.492574257,0.468583397,0.491054435,0.589484328,0.705229794,0.680364512,0.922455296,0.490202819,0,1,1,0,1,0,1,0,1,erebium,Velutipes
1284,1285,Europe,0,1,0,0,1,1,0,0,0,0,0,1,0,0.266873278,0.251721763,0.518078512,0.340557859,0.056005895,0.200875857,0.079398324,0.923486867,0.215874621,0.357567353,0.682255846,0.927097662,0.489515297,0,1,0,0,0,0,1,0,1,sordescens,Hebeloma-Amygdalina
1285,1286,Europe,0,1,1,0,1,1,0,0,0,0,1,1,0,0.247933884,0.355027548,0.261363636,0.834903882,0.823876197,0.610243717,0.786176695,0.228397411,0.955510617,0.732171157,0.682599725,0.927441541,0.478514954,0,0,1,0,1,0,1,0,1,velutipes,Velutipes
1286,1287,Europe,0,1,1,0,0,1,0,0,1,1,0,0,0,0.247933884,0.142561983,0.757403581,0.910290237,0.717759764,0.883472963,0.866527037,0.255424439,0.757077856,0.924326466,0.681396149,0.926237964,0.477999312,0,0,1,1,1,0,1,1,1,aanenii,Denudata-Crustuliniformia
1287,1288,Europe,0,0,1,0,0,1,0,0,0,0,0,1,0,0.917871901,0.652376033,0.944559229,0.632491519,0.534635225,0.459634425,0.346153846,0.594404263,0.137259858,0.705229794,0.681396149,0.926237964,0.477999312,0,1,1,0,1,0,0,0,0,celatum,Velutipes
1288,1289,Europe,0,0,1,0,0,1,1,0,1,1,0,0,0,0.378787879,0.090564738,0.975206612,0.756502073,0.949889462,0.910891089,0.950304646,0.054054054,0.215874621,0.31358954,0.679848693,0.925034388,0.465623926,0,0,0,1,0,0,0,0,0,helodes,Denudata-Crustuliniformia
1289,1290,Europe,0,0,1,0,0,1,1,0,0,1,0,0,0,0.285296143,0.300275482,0.48415978,0.875612514,0.90806927,0.834539223,0.926123382,0.047582794,0.757077856,0.978209192,0.681396149,0.926237964,0.460467515,0,0,0,1,0,0,0,0,0,geminatum,Denudata-Crustuliniformia
1290,1291,Europe,0,0,1,0,0,0,1,0,0,0,0,1,1,0.063360882,0.090564738,0.261363636,0.470599322,0.737288136,0.667364813,0.667555217,0.442900647,0.394843276,,0.681396149,0.926237964,0.460467515,1,1,0,1,1,0,,,,radicosum,Myxocybe
1291,1292,Europe,0,0,1,0,0,1,0,0,1,1,0,0,0,0.228650138,0.142561983,0.686294766,0.967772333,0.889646279,0.931454684,0.912985529,0.277883517,0.589484328,0.978209192,0.637895461,0.875515818,0.525438295,0,0,1,1,1,0,1,0,0,geminatum,Denudata-Crustuliniformia
1292,1293,Europe,0,0,1,0,0,1,0,0,0,0,1,1,0,0.737258953,0.406163912,0.930440771,0.696569921,0.717759764,0.866717441,0.735529322,0.523410735,0.816734075,0.900554675,0.629986245,0.875171939,0.562908216,0,0,0,1,1,0,1,0,1,cavipes,Denudata-Clepsydroida
1293,1294,Europe,1,0,0,0,1,1,0,0,1,1,0,0,0,0.052341598,0.070075758,0.355544077,0.238220882,0.034266765,0.312642803,0.156130998,0.882755995,0.08190091,0.229397781,0.631189821,0.880845942,0.645410794,0,1,0,0,0,0,1,0,1,mesophaeum,Hebeloma-Hebeloma
1294,1295,Europe,0,1,1,0,0,1,0,0,0,1,1,0,0,0.68422865,0.604855372,0.713498623,0.982661138,0.852616065,0.834539223,0.919840061,0.061667301,0.589484328,0.343898574,0.631189821,0.880845942,0.645410794,0,0,0,1,0,0,1,0,1,eburneum,Denudata-Crustuliniformia
1295,1296,Europe,0,1,0,0,0,1,0,0,0,1,1,0,0,0.806990358,0.553374656,0.90530303,0.98624199,0.899963154,0.806740289,0.907083016,0.054054054,0.394843276,0.357567353,0.630674003,0.881361761,0.644895153,0,0,0,1,0,0,1,0,0,eburneum,Denudata-Crustuliniformia
1296,1297,Europe,0,1,1,0,0,1,0,0,0,0,0,1,0,0.178546832,0.212465565,0.261363636,0.099698455,0.044030951,0.16507997,0.479817212,0.186334222,0.137259858,0.960776545,0.632737276,0.880330124,0.636301134,1,0,0,0,0,0,1,0,0,laterinum,Scabrispora
1297,1298,Europe,0,0,1,0,0,0,1,0,0,0,1,1,0,0.904269972,0.251721763,0.997073003,0.470599322,0.586956522,0.762566641,0.672124905,0.498667682,0.048281092,0.357567353,0.633081155,0.879986245,0.637848058,0,0,0,1,1,0,1,0,0,cavipes,Denudata-Clepsydroida
1298,1299,Europe,0,1,1,0,1,0,0,0,1,1,0,0,0,0.430096419,0.355027548,0.713498623,0.875612514,0.560058954,0.782559025,0.850913938,0.154929577,0.757077856,0.643819334,0.63480055,0.879642366,0.628566518,0,0,1,1,1,0,1,1,0,aanenii,Denudata-Crustuliniformia
1299,1300,Europe,0,0,1,0,0,1,1,0,0,0,1,1,0,0.928891185,0.698174931,0.9375,0.895778364,0.980840088,0.993526276,0.989337395,0.112295394,0.589484328,0.357567353,0.635144429,0.879298487,0.628566518,0,0,0,1,0,0,0,1,0,salicicola,Denudata-Crustuliniformia
1300,1301,Europe,0,1,0,0,1,0,0,0,0,0,1,0,0,0.671487603,0.553374656,0.804407713,0.914813419,0.717759764,,,,,0.941561014,0.635832187,0.882393398,0.533001031,0,0,0,1,0,0,1,0,0,cavipes,Denudata-Clepsydroida
1301,1302,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.709022039,0.652376033,0.658057851,0.340557859,0.707074429,,,,,0.960776545,0.688445667,0.338033012,0.614472327,0,0,0,0,1,0,0,0,0,sinapizans,Sinapizantia
1302,1303,Europe,0,1,0,0,1,0,0,0,0,0,1,1,0,0.630681818,0.604855372,0.605544077,,,,,,,,0.700137552,0.343878955,0.539704366,,,,,,,0,0,0,sinapizans,Sinapizantia
1303,1304,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.042871901,0.02703168,0.549586777,0.068790049,0.112380251,0.459634425,0.32501904,0.614389037,0.681496461,0.900554675,0.676409904,0.336313618,0.455139223,1,1,0,0,1,0,0,0,1,vesterholtii,Theobromina
1304,1305,Europe,0,0,1,0,0,0,0,1,0,0,0,1,0,0.544421488,0.553374656,0.549586777,0.099698455,0.412306559,0.33282559,0.415651181,0.363532547,0.394843276,0.31358954,0.527854195,0.863136176,0.749054658,1,1,0,0,1,0,0,0,1,anthracophilum,Scabrispora
1305,1306,Europe,0,0,1,0,0,1,1,0,0,1,0,0,0,0.143250689,0.17768595,0.355544077,0.423105918,0.388356669,0.667364813,0.427265804,0.661591169,0.681496461,0.643819334,0.527510316,0.863480055,0.687865246,0,0,0,0,1,0,0,0,0,pseudofragilipes,Denudata-Clepsydroida
