,SpecimenID,continent,SporeO1,SporeO2,SporeO3,SporeO4,SporeP0,SporeP1,SporeP2,SporeP3,SporeD0,SporeD1,SporeD2,SporeD3,SporeD4,SporeLength,SporeWidth,SporeQ,CheiloLength,CheiloWidth,CheiloQ_AM,CheiloQ_AB,CheiloQ_BM,BasidiaQ,NoOfCompleteLamellae,Latitude,Longitude,Altitude,CheiloCylindrical,CheiloVentiLagen,CheiloClavateGently,CheiloClavateStipitate,CheiloClavateVentricose,CheiloPyriBalloon,Pinaceae,Salicaceae,Fagaceae,Species,Section
255,256,Europe,0,1,0,0,1,1,0,0,0,1,0,0,0,0.285296143,0.038567493,0.981060606,0.266302299,0.77229182,0.782559025,0.641469916,0.63913209,0.215874621,0.591917591,0.65784044,0.37173315,0.384668271,0,0,0,1,1,0,0,1,1,hiemale,Denudata-Hiemalia
256,257,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.063360882,0.070075758,0.355544077,0.632491519,0.737288136,0.838347296,0.786176695,0.402740769,,0.77159271,0.658700138,0.363136176,0.406840839,0,0,0,1,1,0,0,1,1,aanenii,Denudata-Crustuliniformia
257,258,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.307506887,0.090564738,0.930440771,0.595175273,0.534635225,0.667364813,0.582444783,0.498667682,,0.702060222,0.708390646,0.349037139,0.489171537,0,0,0,1,1,0,0,0,0,pseudofragilipes,Denudata-Clepsydroida
258,259,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.378787879,0.406163912,0.549586777,0.93309461,0.941046426,0.892421935,0.886138614,0.307955843,,0.941561014,0.716471802,0.34198762,0.533001031,0,0,0,1,1,0,1,1,1,aanenii,Denudata-Crustuliniformia
259,260,Europe,1,0,0,0,1,0,0,0,0,1,0,0,0,0.228650138,0.406163912,0.149965565,0.516396532,0.242630803,0.25,0.079398324,0.94175866,0.300050556,0.105784469,0.716471802,0.34198762,0.533001031,,,,,,,0,0,0,mesophaeum,Hebeloma-Hebeloma
260,261,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.378787879,0.212465565,0.804407713,0.632491519,0.877671334,0.958492003,0.921744097,0.327369623,,0.77159271,0.716471802,0.34198762,0.533001031,0,0,0,1,1,0,1,1,1,aanenii,Denudata-Crustuliniformia
261,262,Europe,0,0,1,0,0,1,1,0,0,0,1,1,0,0.573519284,0.355027548,0.880509642,0.302299284,0.45486367,0.583968012,0.491431835,0.498667682,,0.828645008,0.716471802,0.34198762,0.533001031,1,0,0,0,1,0,1,1,1,cavipes,Denudata-Clepsydroida
262,263,Europe,0,0,1,0,0,1,1,0,0,1,0,0,0,0.307506887,0.142561983,0.828168044,0.381643423,0.737288136,0.827113481,0.87395278,0.154929577,0.589484328,0.698692552,0.716471802,0.34198762,0.533001031,0,0,1,1,1,0,1,1,1,aanenii,Denudata-Crustuliniformia
263,264,Europe,0,0,1,0,0,1,1,0,0,0,1,1,0,0.861053719,0.355027548,0.987086777,0.595175273,0.63614591,0.746763138,0.448591013,0.834411877,,0.193740095,0.701513067,0.345598349,0.480405638,0,1,0,1,1,0,0,0,0,cavipes,Denudata-Clepsydroida
264,265,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.430096419,0.251721763,0.846590909,0.556916698,0.412306559,0.574257426,0.468583397,0.523410735,,0.45225832,0.701513067,0.345598349,0.480405638,0,0,0,1,1,0,0,0,0,pseudofragilipes,Denudata-Clepsydroida
265,266,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.307506887,0.17768595,0.828168044,0.895778364,0.586956522,0.432216299,0.458492003,0.409021698,,0.516640254,0.701513067,0.345598349,0.480405638,0,0,1,0,1,0,0,0,0,velutipes,Velutipes
266,267,Europe,0,0,1,0,1,1,0,0,0,0,0,1,1,0.285296143,0.50327135,0.149965565,0.381643423,0.756263817,0.414699162,0.269992384,0.762847354,,0.9318542,0.701513067,0.345598349,0.533001031,0,1,0,0,1,0,0,0,0,sinapizans,Sinapizantia
267,268,Europe,0,1,1,0,0,1,1,0,1,1,0,0,0,0.351756198,0.300275482,0.686294766,0.302299284,0.43220339,0.667364813,0.294935263,0.955843167,,0.335578447,0.701513067,0.345598349,0.480405638,1,0,0,0,1,0,0,0,0,pseudofragilipes,Denudata-Clepsydroida
268,269,Europe,1,1,0,0,1,0,0,0,0,0,0,1,0,0.68422865,0.604855372,0.713498623,0.665473049,0.811348563,0.453351104,0.571210967,0.413779977,,0.763074485,0.701513067,0.345598349,0.480405638,0,1,1,0,1,0,0,0,0,velutipes,Velutipes
269,270,Europe,0,0,1,0,0,0,0,1,0,0,0,1,1,0.972623967,0.738464187,0.966253444,0.996230682,0.586956522,0.466298553,0.667555217,0.29939094,,0.507329635,0.719050894,0.347317744,0.55087659,0,0,1,0,0,0,0,0,1,aestivale,Velutipes
270,271,Europe,0,1,1,0,0,1,0,0,0,1,0,0,0,0.630681818,0.553374656,0.686294766,0.516396532,0.717759764,0.643373953,0.395087586,0.681575942,0.215874621,0.45225832,0.718707015,0.346973865,0.645926435,0,0,0,1,1,0,1,0,0,hiemale,Denudata-Hiemalia
271,272,Europe,0,0,1,0,0,0,0,1,0,0,0,1,1,0.658402204,0.50327135,0.778236915,0.199396909,0.242630803,0.230769231,0.571210967,0.112295394,0.992163802,0.454635499,0.699105915,0.350068776,0.619456858,1,0,0,0,0,0,0,0,1,anthracophilum,Scabrispora
272,273,Europe,1,1,0,0,1,1,0,0,0,0,0,1,0,0.143250689,0.052341598,0.828168044,0.084244252,0.480840088,0.538461538,0.448591013,0.523410735,,0.781497623,0.706671252,0.34869326,0.44912341,0,0,0,0,1,0,0,0,0,theobrominum,Theobromina
273,274,Europe,0,1,1,0,0,1,1,0,0,1,0,0,0,0.351756198,0.17768595,0.863980716,0.470599322,0.45486367,0.667364813,0.458492003,0.651693947,0.589484328,0.708795563,0.699105915,0.350068776,0.619456858,1,0,0,1,1,0,0,0,0,pseudofragilipes,Denudata-Clepsydroida
274,275,Europe,0,1,1,0,0,1,0,0,1,1,0,0,0,0.47899449,0.212465565,0.9375,0.595175273,0.756263817,0.782559025,0.72658035,0.454510849,0.137259858,0.1931458,0.699105915,0.350068776,0.619456858,0,0,0,1,1,0,0,0,0,hiemale,Denudata-Hiemalia
275,276,Europe,0,1,1,0,0,1,0,0,0,1,0,0,0,0.544421488,0.17768595,0.966253444,0.756502073,0.586956522,0.801218583,0.661652704,0.58583936,0.215874621,0.391442155,0.699105915,0.350068776,0.619456858,0,0,0,1,1,0,0,0,1,hiemale,Denudata-Hiemalia
276,277,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.709022039,0.652376033,0.686294766,0.875612514,0.717759764,0.437166794,0.448591013,0.448039589,,0.571513471,0.699105915,0.350068776,0.619456858,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
277,278,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.47899449,0.50327135,0.518078512,,0.656963891,,,,,0.411251981,0.654057772,0.396492435,0.415262977,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
278,279,Europe,0,1,1,0,0,1,0,0,1,1,0,0,0,0.378787879,0.17768595,0.880509642,0.665473049,0.534635225,0.806740289,0.641469916,0.594404263,0.859706775,0.450079239,0.654057772,0.396492435,0.415262977,0,0,0,1,1,0,0,0,1,hiemale,Denudata-Hiemalia
279,280,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.211432507,0.251721763,0.355544077,0.756502073,0.823876197,0.593297791,0.716108149,0.307955843,,0.567551506,0.654057772,0.396492435,0.415262977,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
280,281,Europe,0,0,1,0,0,0,0,1,0,0,0,1,1,0.928891185,0.698174931,0.922176309,0.855258198,0.45486367,0.520944402,0.592155369,0.413779977,,0.417194929,0.638927098,0.387895461,0.160364386,1,0,1,0,1,0,0,0,1,aestivale,Velutipes
281,282,Europe,0,0,1,0,0,1,0,0,0,0,0,1,0,0.378787879,0.300275482,0.713498623,0.665473049,0.61256448,0.649847677,0.74581112,0.32032737,,0.517234548,0.638927098,0.387895461,0.160364386,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
282,283,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.329028926,0.02703168,0.994490358,0.381643423,0.534635225,0.746763138,0.468583397,0.733346022,0.394843276,0.569532488,0.638927098,0.387895461,0.160364386,0,0,0,0,1,0,1,0,1,pseudofragilipes,Denudata-Clepsydroida
283,284,Europe,1,1,0,0,1,0,0,0,0,0,0,1,0,0.430096419,0.454717631,0.48415978,0.696569921,0.676308032,0.492574257,0.582444783,0.454510849,0.08190091,0.449286846,0.638927098,0.387895461,0.160364386,0,1,1,1,1,0,1,0,0,leucosarx,Velutipes
284,285,Europe,0,0,1,0,0,0,1,0,0,0,0,1,1,0.891701102,0.814566116,0.713498623,0.960422164,0.656963891,0.601294745,0.708492003,0.327369623,,0.132725832,0.578232462,0.485385144,0.259023719,0,0,1,0,1,0,0,0,1,aestivale,Velutipes
285,286,Europe,1,0,0,0,1,0,0,0,1,0,0,0,0,0.033746556,0.070075758,0.228650138,,,,,,,0.114302694,0.578232462,0.485385144,0.259023719,0,1,0,0,0,0,0,0,1,mesophaeum,Hebeloma-Hebeloma
286,287,Europe,0,1,0,0,1,0,0,0,0,1,1,0,0,0.143250689,0.212465565,0.17165978,0.665473049,0.63614591,0.720677837,0.836062452,0.093262276,,0.343898574,0.599209078,0.532152682,0.204193881,0,0,0,1,0,0,0,1,0,lutense,Denudata-Crustuliniformia
287,288,Europe,0,0,1,0,0,1,0,0,0,0,1,0,0,0.47899449,0.251721763,0.90530303,0.875612514,0.508843036,0.593297791,0.550266565,0.454510849,,,0.596629986,0.478335626,0.301478171,0,0,1,1,1,0,0,0,1,cavipes,Denudata-Clepsydroida
288,289,Europe,0,1,1,0,1,1,0,0,0,1,1,0,0,0.709022039,0.604855372,0.757403581,0.788918206,0.922991894,0.852437167,0.848629094,0.29939094,,0.643819334,0.421939477,0.394085282,0.430216569,0,0,0,1,1,0,0,1,0,eburneum,Denudata-Crustuliniformia
289,290,Europe,0,1,0,0,0,0,1,0,0,0,0,1,0,0.090220386,0.012913223,0.922176309,0.068790049,0.02229182,0.355674029,0.427265804,0.402740769,0.137259858,0.357567353,0.335281981,0.354883081,0.057236164,1,1,0,0,0,0,1,0,0,cylindrosporum,Scabrispora
290,291,Europe,0,0,1,0,0,1,0,0,0,0,1,0,0,0.737258953,0.553374656,0.804407713,0.470599322,0.534635225,0.676694593,0.346153846,0.807955843,,0.289619651,0.35213205,0.370701513,0.065830182,0,1,0,0,1,0,0,1,1,cavipes,Denudata-Clepsydroida
291,292,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.737258953,0.652376033,0.713498623,,0.756263817,,,,,0.45225832,0.35213205,0.370701513,0.065830182,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
292,293,Europe,0,1,0,0,1,1,0,0,0,1,0,0,0,0.630681818,0.406163912,0.880509642,0.238220882,0.508843036,0.657654227,0.526275704,0.543585839,0.589484328,0.37163233,0.35213205,0.370701513,0.065830182,0,0,0,0,1,0,0,0,1,hiemale,Denudata-Hiemalia
293,294,Europe,0,1,0,0,0,0,1,0,0,0,0,0,1,0.075929752,0.00327135,0.950068871,,0.160832719,,,,,,0.347661623,0.355570839,0.100378137,1,1,0,0,0,0,1,0,0,cylindrosporum,Scabrispora
294,295,Europe,0,0,1,0,0,1,1,0,0,0,0,1,0,0.861053719,0.454717631,0.978133609,0.470599322,0.480840088,0.643373953,0.310167555,0.869623144,0.394843276,0.455229794,0.345598349,0.356946355,0.240116879,0,0,0,1,1,0,0,0,1,cavipes,Denudata-Clepsydroida
295,296,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.329028926,0.300275482,0.549586777,0.665473049,0.77229182,0.54531607,0.582444783,0.433764751,,0.507329635,0.345598349,0.356946355,0.240116879,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
296,297,Europe,1,1,0,0,1,0,0,0,1,0,0,0,0,0.015495868,0.038567493,0.149965565,0.266302299,0.09119381,0.355674029,0.193259711,0.834411877,0.681496461,0.47385103,0.345598349,0.356946355,0.240116879,0,1,0,0,0,0,1,0,0,subtortum,Hebeloma-Hebeloma
297,298,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.351756198,0.406163912,0.518078512,0.423105918,0.696389094,0.617669459,0.697258187,0.394556528,,0.58518225,0.34869326,0.371389271,0.17583362,0,0,1,1,1,0,1,0,1,velutipes,Velutipes
298,299,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.737258953,0.142561983,0.99535124,0.632491519,0.43220339,0.473153085,0.32501904,0.670917396,,0.523177496,0.343363136,0.357806052,0.21313166,0,0,1,1,1,0,0,0,1,cavipes,Denudata-Clepsydroida
299,300,Europe,0,0,1,0,0,0,0,1,0,0,0,1,1,0.103477961,0.070075758,0.549586777,0.12834527,0.072402358,0.098057883,0.468583397,0.112295394,0.215874621,0.352020602,0.194807428,0.312757909,0.860089378,1,0,0,0,0,0,1,0,0,birrus,Scabrispora
300,301,Europe,0,0,1,0,0,0,1,0,0,0,0,1,0,0.042871901,0.113292011,0.091253444,0.022427441,0.213154016,0.130236101,0.560167555,0.070041873,0.816734075,0.79437401,0.193603851,0.313961486,0.860089378,1,0,0,0,0,0,1,0,0,pumilum,Scabrispora
301,302,Europe,0,0,1,0,0,1,1,0,0,0,0,1,0,0.025309917,0.038567493,0.355544077,0.028458349,0.072402358,0.098057883,0.386519421,0.255424439,,0.414223455,0.193603851,0.313961486,0.860089378,1,0,0,0,0,0,1,0,0,pumilum,Scabrispora
302,303,Europe,0,0,1,1,0,0,1,1,0,0,0,1,0,0.052341598,0.070075758,0.321625344,0.114021862,0.305268976,0.390517898,0.526275704,0.32032737,0.757077856,0.029120444,0.193603851,0.313961486,0.860089378,1,1,0,0,0,0,1,0,0,pumilum,Scabrispora
303,304,Europe,0,0,1,0,0,1,1,0,0,0,0,0,1,0.052341598,0.113292011,0.17165978,0.035620053,0.336772292,0.299124143,0.491431835,0.255424439,0.941102123,0.278526149,0.193603851,0.313961486,0.860089378,1,0,0,0,0,0,1,0,0,pumilum,Scabrispora
304,305,Europe,0,1,0,0,1,0,0,0,0,1,0,0,0,0.68422865,0.553374656,0.736742424,0.665473049,0.160832719,0.33282559,0.144325971,0.913018652,0.757077856,0.17610935,0.183631362,0.30605227,0.815056721,0,1,0,0,0,0,0,0,0,cistophilum,Hebeloma-Hebeloma
305,306,Europe,0,1,0,0,1,0,0,0,0,1,0,0,0,0.378787879,0.454717631,0.447486226,0.756502073,0.13559322,0.355674029,0.235910129,0.741910925,0.984327604,0.411251981,0.165061898,0.288170564,0.845307666,0,1,0,0,0,0,0,0,0,cistophilum,Hebeloma-Hebeloma
306,307,Europe,0,0,1,0,0,0,1,1,0,0,0,1,1,0.228650138,0.113292011,0.757403581,0.099698455,0.09119381,0.312642803,0.368621478,0.379330034,,0.418383518,0.165061898,0.288170564,0.845307666,1,1,0,0,0,0,0,0,1,birrus,Scabrispora
307,308,Europe,0,1,1,0,1,0,0,0,0,0,1,0,0,0.737258953,0.50327135,0.863980716,0.632491519,0.811348563,0.801218583,0.716108149,0.468405025,,0.579041204,0.165061898,0.288170564,0.845307666,0,0,0,1,1,0,0,1,0,album,Denudata-Clepsydroida
308,309,Europe,0,1,1,0,0,1,0,0,0,0,1,0,0,0.658402204,0.251721763,0.960055096,0.834903882,0.798268239,0.924600152,0.798552932,0.468405025,,0.590134707,0.167984869,0.289030261,0.877793056,0,0,0,1,1,0,1,1,0,album,Denudata-Clepsydroida
309,310,Europe,0,1,0,0,1,0,0,0,0,1,0,0,0,0.194731405,0.17768595,0.518078512,0.725593668,0.056005895,0.16507997,0.144325971,0.792158356,0.681496461,,0.157152682,0.28954608,0.734960468,0,1,0,0,0,0,0,0,0,cistophilum,Hebeloma-Hebeloma
310,311,Europe,0,0,1,0,0,0,0,1,0,0,0,1,1,0.329028926,0.300275482,0.549586777,0.099698455,0.213154016,0.382520944,0.458492003,0.32032737,0.757077856,0.433637084,0.193603851,0.313961486,0.860089378,1,0,0,0,0,0,1,0,0,birrus,Scabrispora
311,312,Europe,0,0,0,1,0,0,1,1,0,0,0,0,1,0.430096419,0.212465565,0.894628099,,,,,,,0.291798732,0.190508941,0.312242091,0.862151942,1,1,0,0,0,0,1,0,0,birrus,Scabrispora
312,313,Europe,0,0,1,0,0,1,0,0,0,0,0,0,1,0.025309917,0.090564738,0.108815427,0.028458349,0.09119381,0.081683168,0.304074638,0.371526456,0.816734075,0.31358954,0.191712517,0.31585282,0.852011,1,1,0,0,0,0,1,0,0,pumilum,Scabrispora
313,314,Europe,0,0,1,0,0,1,0,0,0,0,0,1,0,0.052341598,0.070075758,0.321625344,0.068790049,0.213154016,0.230769231,0.537699924,0.154929577,0.941102123,0.190372425,0.191024759,0.315165062,0.855792369,1,0,0,0,0,0,1,0,0,pumilum,Scabrispora
314,315,Europe,0,0,1,0,0,0,1,1,0,0,0,1,1,0.143250689,0.090564738,0.632575758,0.016773464,0.072402358,0.045696877,0.335110434,0.242101256,0.757077856,0.289619651,0.191024759,0.315165062,0.855792369,1,0,0,0,0,0,1,0,0,birrus,Scabrispora
315,316,Europe,0,0,1,0,0,0,1,1,0,0,0,1,1,0.247933884,0.142561983,0.757403581,0.099698455,0.056005895,0.375095202,0.458492003,0.336886182,,0.412044374,0.192400275,0.308631362,0.864042626,1,1,0,0,0,0,1,0,0,birrus,Scabrispora
316,317,Europe,0,1,0,0,1,0,0,0,0,1,0,0,0,0.351756198,0.50327135,0.228650138,0.556916698,0.044030951,0.015993907,0.020944402,0.913018652,0.757077856,0.164223455,0.16127923,0.284044017,0.823650739,0,1,0,0,0,0,0,0,0,cistophilum,Hebeloma-Hebeloma
317,318,Europe,0,1,0,0,1,0,0,0,0,1,0,0,0,0.763946281,0.698174931,0.632575758,0.696569921,0.056005895,0.16507997,0.047220107,0.950894557,,,0.238995873,0.268569464,0.768992781,0,1,0,0,0,0,0,0,0,cistophilum,Hebeloma-Hebeloma
318,319,Europe,0,1,0,0,1,0,0,0,0,1,0,0,0,0.266873278,0.355027548,0.321625344,0.665473049,0.072402358,0.055788271,0.063594821,0.869623144,0.893832154,,0.093363136,0.327544704,0.793915435,0,1,0,0,0,0,0,0,0,cistophilum,Hebeloma-Hebeloma
319,320,Europe,0,0,1,0,0,1,1,0,0,0,0,1,0,0.977961433,0.924414601,0.757403581,0.470599322,0.823876197,0.847486672,0.691355674,0.614389037,0.300050556,0.229397781,0.693088033,0.274587345,0.021313166,0,1,0,1,1,0,1,1,0,vaccinum,Denudata-Clepsydroida
320,321,Europe,0,1,1,0,1,0,0,0,0,0,0,1,0,0.430096419,0.553374656,0.412362259,0.978137957,0.737288136,0.624904798,0.760853008,0.255424439,,0.47385103,0.693088033,0.274587345,0.021313166,1,0,1,0,0,0,1,1,0,velutipes,Velutipes
321,322,Europe,0,0,1,0,0,1,1,0,0,0,0,1,0,0.904269972,0.652376033,0.944559229,0.470599322,0.837877671,0.699162224,0.641469916,0.498667682,,0.26703645,0.693088033,0.274587345,0.021313166,0,0,0,1,1,0,0,1,0,vaccinum,Denudata-Clepsydroida
322,323,Europe,0,0,1,1,0,0,1,0,0,0,0,1,0,0.953168044,0.893939394,0.778236915,0.302299284,0.480840088,0.510472201,0.329588728,0.70384469,,0.138470681,0.693088033,0.274587345,0.021313166,0,1,0,0,1,0,0,1,0,vaccinum,Denudata-Clepsydroida
323,324,Europe,0,0,1,0,0,0,1,0,0,0,0,1,0,0.972623967,0.846935262,0.894628099,0.696569921,0.785003685,0.657654227,0.479817212,0.625808907,,0.495641838,0.693088033,0.274587345,0.021313166,0,1,0,0,1,0,0,1,0,vaccinum,Denudata-Clepsydroida
324,325,Europe,1,1,0,0,1,0,0,0,1,1,0,0,0,0.573519284,0.738464187,0.321625344,0.595175273,0.412306559,0.403084539,0.264470678,0.834411877,0.215874621,0.229397781,0.693088033,0.274587345,0.021313166,0,1,0,0,0,0,0,1,0,velatum,Hebeloma-Hebeloma
325,326,Europe,0,0,1,0,1,0,0,0,0,0,0,0,1,0.211432507,0.300275482,0.261363636,0.556916698,0.508843036,0.432216299,0.294935263,0.70384469,,0.995839937,0.524071527,0.533356259,0.642145067,1,1,0,0,1,0,0,0,1,sinapizans,Sinapizantia
326,327,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.351756198,0.251721763,0.713498623,0.756502073,0.45486367,0.766945925,0.503998477,0.733346022,,0.810023772,0.524587345,0.53284044,0.584393262,0,0,0,0,1,0,0,0,1,pseudofragilipes,Denudata-Clepsydroida
327,328,Europe,0,0,1,0,0,1,0,0,0,1,1,0,0,0.329028926,0.300275482,0.605544077,0.788918206,0.43220339,0.617669459,0.503998477,0.513703845,,0.873415214,0.524587345,0.53284044,0.584393262,0,0,0,0,1,0,1,1,0,ingratum,Denudata-Clepsydroida
328,329,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.329028926,0.355027548,0.48415978,0.516396532,0.508843036,0.553503427,0.404607768,0.570993529,,0.790610143,0.522180193,0.536966988,0.574596081,0,0,0,0,1,0,0,0,1,pseudofragilipes,Denudata-Clepsydroida
329,330,Europe,0,0,1,1,0,0,1,1,0,0,0,1,0,0.544421488,0.814566116,0.091253444,0.470599322,0.336772292,0.459634425,0.259139375,0.840883137,0.681496461,0.995839937,0.522180193,0.536966988,0.574596081,0,1,0,0,0,0,0,0,1,sinapizans,Sinapizantia
330,331,Europe,0,0,1,0,0,1,0,0,0,1,0,0,0,0.228650138,0.355027548,0.228650138,0.895778364,0.837877671,0.777418126,0.86043412,0.139322421,,0.849247227,0.522180193,0.536966988,0.574596081,0,0,0,1,1,0,0,0,1,geminatum,Denudata-Crustuliniformia
331,332,Europe,0,1,1,0,0,1,1,0,1,1,0,0,0,0.512052342,0.212465565,0.9375,0.556916698,0.508843036,0.520944402,0.415651181,0.543585839,,0.849841521,0.522180193,0.536966988,0.574596081,1,0,0,0,1,0,0,0,1,pseudofragilipes,Denudata-Clepsydroida
332,333,Europe,0,0,1,0,1,0,0,0,1,1,0,0,0,0.329028926,0.17768595,0.828168044,0.470599322,0.93091378,0.827113481,0.89737243,0.085268367,,0.414223455,0.525790922,0.538514443,0.617050533,0,0,0,1,1,0,0,0,1,helodes,Denudata-Crustuliniformia
333,334,Europe,0,0,1,0,0,1,1,0,0,1,1,0,0,0.266873278,0.300275482,0.447486226,0.632491519,0.717759764,0.855864433,0.837966489,0.307955843,,0.732171157,0.525790922,0.538514443,0.617050533,0,0,0,1,1,0,0,0,1,aanenii,Denudata-Crustuliniformia
334,335,Europe,0,0,1,0,0,1,0,0,0,0,0,1,0,0.68422865,0.698174931,0.518078512,0.595175273,0.508843036,0.414699162,0.368621478,0.498667682,,0.810023772,0.525790922,0.538514443,0.617050533,1,1,0,0,1,0,0,0,1,celatum,Velutipes
335,336,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.194731405,0.251721763,0.321625344,0.814738032,0.586956522,0.492574257,0.537699924,0.41910925,,0.507329635,0.525790922,0.538514443,0.617050533,0,0,1,0,1,0,0,0,1,velutipes,Velutipes
336,337,Europe,0,1,0,0,1,0,0,0,0,0,0,1,0,0.452823691,0.604855372,0.355544077,0.756502073,0.63614591,0.520944402,0.550266565,0.433764751,,0.590134707,0.525790922,0.538514443,0.617050533,0,0,1,1,1,0,0,0,1,velutipes,Velutipes
337,338,Europe,1,0,0,0,1,0,0,0,1,0,0,0,0,0.128960055,0.17768595,0.261363636,0.381643423,0.160832719,0.230769231,0.202018279,0.733346022,,0.150356577,0.759456671,0.654057772,0.065830182,1,1,0,0,0,0,0,0,1,mesophaeum,Hebeloma-Hebeloma
338,339,Europe,1,0,0,0,1,0,0,0,1,0,0,0,0,0.063360882,0.038567493,0.578512397,0.920844327,0.160832719,0.068545316,0.253617669,0.506090598,,,0.759456671,0.653370014,0.065830182,0,1,0,0,0,0,0,1,0,mesophaeum,Hebeloma-Hebeloma
339,340,Europe,1,1,0,0,1,1,0,0,0,0,1,1,0,0.47899449,0.652376033,0.321625344,0.340557859,0.213154016,0.268088347,0.099961919,0.944613628,0.300050556,0.523177496,0.878782669,0.862276479,0.398762461,0,1,0,0,0,0,0,1,0,monticola,Hebeloma-Amygdalina
340,341,Europe,1,1,0,0,1,0,0,0,0,0,1,0,0,0.827134986,0.652376033,0.804407713,0.696569921,0.305268976,0.146991622,0.071591775,0.918538257,,0.229397781,0.853163686,0.584250344,0.660020626,0,1,0,0,0,0,0,1,0,palustre,Hebeloma-Amygdalina
341,342,Europe,0,0,1,0,0,1,0,0,0,0,0,1,0,0.68422865,0.300275482,0.954717631,0.302299284,0.534635225,0.676694593,0.310167555,0.889607918,0.816734075,0.643819334,0.735041265,0.359869326,0.576830526,0,0,0,0,1,0,0,1,0,pseudofragilipes,Denudata-Clepsydroida
342,343,Europe,0,0,1,1,0,0,1,1,0,0,0,1,1,0.992596419,0.998450413,0.197486226,0.044289484,0.811348563,0.33282559,0.772086824,0.013513514,0.955510617,0.229397781,0.735041265,0.359869326,0.576830526,1,0,0,0,0,0,0,1,0,odoratissimum,Sacchariolentia
343,344,Europe,0,0,1,0,0,1,1,0,0,0,1,0,0,0.630681818,0.300275482,0.930440771,0.516396532,0.480840088,0.720677837,0.611005331,0.513703845,,,0.735041265,0.359869326,0.576830526,0,0,0,1,1,0,0,1,0,pseudofragilipes,Denudata-Clepsydroida
344,345,Europe,0,0,1,0,0,1,0,0,0,0,0,0,1,0.47899449,0.698174931,0.228650138,0.266302299,0.242630803,0.284463062,0.144325971,0.87381043,,0.990689382,0.706327373,0.344222834,0.588690272,1,1,0,0,0,0,0,0,0,sinapizans,Sinapizantia
345,346,Europe,0,0,1,0,1,0,0,0,1,1,0,0,0,,,,,,,,,,,0.590096286,0.373452545,0.049845308,0,0,0,1,0,0,0,0,0,aanenii,Denudata-Crustuliniformia
346,347,Europe,0,0,1,0,0,1,1,0,1,1,0,0,0,,,,,,,,,,,0.701513067,0.345598349,0.480405638,,,,,,,0,1,0,aanenii,Denudata-Crustuliniformia
347,348,Europe,0,0,1,0,0,0,1,0,0,0,0,1,0,0.904269972,0.698174931,0.913567493,0.998492273,0.305268976,0.424028941,0.631949733,0.289303388,,0.391442155,0.716471802,0.34198762,0.533001031,0,0,1,0,0,0,0,0,0,aestivale,Velutipes
348,349,Europe,1,1,0,0,1,0,0,0,0,0,0,1,0,0.877926997,0.893939394,0.48415978,0.855258198,0.480840088,0.419078446,0.193259711,0.929577465,0.394843276,0.011489699,0.735041265,0.359869326,0.576830526,0,1,0,0,0,0,0,1,0,nigellum,Hebeloma-Amygdalina
349,350,Europe,0,1,1,0,0,0,1,0,0,0,0,1,1,0.985192837,0.814566116,0.971935262,0.340557859,0.823876197,0.4426885,0.792840823,0.061667301,,,0.735041265,0.359869326,0.576830526,0,1,0,0,0,0,0,1,0,fusisporum,Sacchariolentia
350,351,Europe,1,1,0,0,1,0,0,0,0,1,0,0,0,0.904269972,0.846935262,0.686294766,0.696569921,0.676308032,0.657654227,0.778941356,0.242101256,,0.433637084,0.455123796,0.684491059,0.899793744,0,0,0,1,0,0,0,1,0,alpinum,Denudata-Crustuliniformia
351,352,Europe,0,0,1,1,0,0,1,1,0,0,0,1,1,0.709022039,0.604855372,0.736742424,0.199396909,0.273949889,0.365765423,0.631949733,0.170536734,,0.763074485,0.725240715,0.339752407,0.428669646,1,0,0,0,1,0,0,0,1,anthracophilum,Scabrispora
